station,lon,lat,arrondissement,nb_depart,nb_arrivee,nb_total
Métro Place-d'Armes (St-Urbain / Viger),-73.55969488620758,45.5063863763071,Ville-Marie,897,1550,2447
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),-73.56881439685822,45.50820461505136,Ville-Marie,36,76,112
Métro Préfontaine (Moreau / Hochelaga),-73.5537427291274,45.54131350328532,Mercier - Hochelaga-Maisonneuve,457,642,1099
Métro Radisson (Sherbrooke / des Groseilliers),-73.53965610265732,45.58917500418707,Mercier - Hochelaga-Maisonneuve,198,224,422
Métro Rosemont (de St-Vallier / Rosemont),-73.5975547786984,45.53180536220488,Rosemont - La Petite-Patrie,2624,2233,4857
Métro Sauvé (Berri / Sauvé),-73.65636706352234,45.55069206841976,Ahuntsic-Cartierville,333,316,649
Métro Sherbrooke (de Rigaud / Berri),-73.56800436973572,45.51814312154928,Le Plateau-Mont-Royal,4677,3517,8194
Métro St-Laurent (de Maisonneuve / St-Laurent),-73.56512099504471,45.51074821798916,Ville-Marie,2718,4096,6814
Métro St-Michel (Shaughnessy / St-Michel),-73.59951764345168,45.55897660298603,Villeray—Saint-Michel—Parc-Extension,29,24,53
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),-73.6182689666748,45.50363996257211,Côte-des-Neiges - Notre-Dame-de-Grâce,886,437,1323
Métro Verdun (Willibrord / de Verdun),-73.57252441513992,45.45944220460236,Verdun,714,775,1489
Métro Viau (Pierre-de-Coubertin / Viau),-73.54622590548388,45.56228814999496,Mercier - Hochelaga-Maisonneuve,968,799,1767
Métro Villa-Maria (de Monkland / Décarie),-73.61956179141998,45.4790046017838,Côte-des-Neiges - Notre-Dame-de-Grâce,526,248,774
Métro de l'Église (Ross / de l'Église),-73.56593772768973,45.4628312022419,Verdun,1067,1310,2377
Notre-Dame / St-Gabriel,-73.55511903762817,45.50714391928411,Ville-Marie,859,912,1771
Notre-Dame / St-Henri,-73.5600175754007,45.50019918807319,Ville-Marie,12,9,21
Notre-Dame / St-Martin,-73.56871783733366,45.48830194643546,Le Sud-Ouest,1163,1407,2570
Omer-Lavallée / du Midway,-73.56217458844185,45.5457759528664,Rosemont - La Petite-Patrie,1628,1625,3253
Ontario / Ville-Marie,-73.534934520776,45.56001959585449,Mercier - Hochelaga-Maisonneuve,618,662,1280
Ottawa / William,-73.56406286358833,45.48972725318433,Le Sud-Ouest,801,962,1763
Ottawa / Young,-73.55977854693263,45.493709053274245,Le Sud-Ouest,11,15,26
Ottawa / du Séminaire,-73.56159925460815,45.4912954250061,Le Sud-Ouest,1387,1661,3048
Panet / Ste-Catherine,-73.55491518974304,45.52002998668944,Ville-Marie,20,29,49
Panet / de Maisonneuve,-73.55609618582093,45.52056694976339,Ville-Marie,45,49,94
Papineau / Émile-Journault,-73.63352854128607,45.55991753389444,Villeray—Saint-Michel—Parc-Extension,18,13,31
Parc Beaubien Outremont (Stuart / St-Viateur),-73.60827505588531,45.51596969492228,Outremont,436,311,747
Parc Benny (Benny / de Monkland),-73.6315867306621,45.46691310542626,Côte-des-Neiges - Notre-Dame-de-Grâce,297,313,610
Parc Georges St-Pierre (Oxford / Upper Lachine),-73.60943913459778,45.46887995929811,Côte-des-Neiges - Notre-Dame-de-Grâce,132,117,249
Parc Hector-Toe-Blake (du Sussex / René-Lévesque),-73.58088755610879,45.48915410275294,Ville-Marie,2,1,3
Parc Henri-Julien (Legendre / Henri-Julien),-73.64650368695946,45.54612833838664,Ahuntsic-Cartierville,18,25,43
Parc Hilda-Ramacière (de Bullion / Prince-Arthur),-73.57212960720062,45.51562131982338,Le Plateau-Mont-Royal,84,82,166
Parc Howard (de l'Épée / de Liège),-73.64228380847635,45.53337693203317,Villeray—Saint-Michel—Parc-Extension,9,10,19
Parc Jeanne-Mance (du Mont-Royal / du Parc),-73.58911652441746,45.5169290827898,Le Plateau-Mont-Royal,3444,2079,5523
Parc Jeanne-Mance (monument sir George-Étienne-Cartier),-73.58486406505108,45.51487490356938,Le Plateau-Mont-Royal,2814,1445,4259
Parc Kirkland (des Érables / Boyer),-73.65079946815968,45.44606092178209,Inconnu,0,3,3
Parc Labelle (LaSalle / Henri-Duhamel),-73.56998920440674,45.47256100297732,Verdun,273,353,626
Parc Ludger-Duvernay (St-André / St-Hubert),-73.59242051839828,45.53147464147482,Le Plateau-Mont-Royal,36,28,64
Parc MacDonald (Clanranald / Isabella),-73.6347082843349,45.482741483803686,Côte-des-Neiges - Notre-Dame-de-Grâce,250,253,503
Parc Maisonneuve (Viau / Sherbrooke),-73.5555911064148,45.56493679334249,Rosemont - La Petite-Patrie,30,20,50
Parc Molson (d'Iberville / Beaubien),-73.59198164194822,45.54902230455398,Rosemont - La Petite-Patrie,1968,2010,3978
Parc Nicolas-Tillemont (des Érables / Villeray),-73.61255215771962,45.55463653358596,Villeray—Saint-Michel—Parc-Extension,18,24,42
Parc Olympique (Pie-IX / Sherbrooke),-73.55370283126831,45.554824549823,Mercier - Hochelaga-Maisonneuve,8,4,12
Parc Pratt (Dunlop / Van Horne),-73.61968517303467,45.51491895406188,Outremont,290,209,499
Parc St-Gabriel (Grand Trunk / Ropery),-73.56572315096855,45.478545712518894,Le Sud-Ouest,1040,1267,2307
Parc St-Henri (Laporte / Guay),-73.58560770750046,45.4801160762769,Le Sud-Ouest,24,43,67
Parc St-Patrick (St-Patrick / St-Columban),-73.55899317193689,45.48870785150952,Le Sud-Ouest,24,47,71
Parc Van Horne (de la Peltrie / de Westbury),-73.63852232694626,45.490494421832885,Côte-des-Neiges - Notre-Dame-de-Grâce,7,5,12
Parc Villeray (Christophe-Colomb / Jarry),-73.62365484237671,45.54851320767612,Villeray—Saint-Michel—Parc-Extension,637,581,1218
Parc Villeray (Jarry / Christophe-Colomb),-73.62365484237671,45.54851320767612,Villeray—Saint-Michel—Parc-Extension,114,105,219
Parc de Turin (de Lanaudière / Jean-Talon),-73.61032962799072,45.545350334193245,Villeray—Saint-Michel—Parc-Extension,423,367,790
Parc de la Confédération (Fielding / West Hill),-73.64002168178558,45.47188199358608,Côte-des-Neiges - Notre-Dame-de-Grâce,100,141,241
Parc du Père-Marquette (de Bellechasse / de Lanaudière),-73.59521873295307,45.539306918976,Rosemont - La Petite-Patrie,1670,1489,3159
Parc du Pélican (1ère avenue / Masson),-73.57644259929657,45.54518840394769,Rosemont - La Petite-Patrie,84,75,159
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),-73.56008380651474,45.51586835126322,Ville-Marie,4100,5060,9160
Parthenais / Larivière,-73.55784621096973,45.53025954525953,Ville-Marie,26,26,52
Parthenais / du Mont-Royal,-73.57141345739365,45.53640396516409,Le Plateau-Mont-Royal,226,229,455
Peel / Notre-Dame,-73.56329441070557,45.49544692088696,Ville-Marie,1812,3710,5522
Pierce / Ste-Catherine,-73.5787171125412,45.49445796005324,Inconnu,0,1,1
Pierre-de-Coubertin / Aird,-73.54830354452133,45.55903106539297,Mercier - Hochelaga-Maisonneuve,790,913,1703
Place Valois (Valois / Ontario),-73.543126247896,45.54701750084233,Mercier - Hochelaga-Maisonneuve,1809,2555,4364
Place Ville-Marie (Robert-Bourassa / René-Lévesque),-73.56825381517409,45.5021829099012,Ville-Marie,1309,1145,2454
Place des Festivals (du Président-Kennedy / de Bleury),-73.56932401657104,45.50764392965887,Ville-Marie,80,117,197
Place du Canada (Peel / des Canadiens-de-Montréal),-73.56825113296509,45.497795545133336,Ville-Marie,1875,1662,3537
Plessis / Ontario,-73.56109768152237,45.523593057451045,Ville-Marie,43,43,86
Plessis / René-Lévesque,-73.55190977454185,45.51937504116866,Ville-Marie,15,22,37
Poupart / Logan,-73.54900679552884,45.52997432204594,Ville-Marie,11,7,18
Poupart / Ontario,-73.55348825454712,45.53183672649831,Ville-Marie,10,23,33
Prince-Arthur / Ste-Famille,-73.57463479042053,45.511670167106246,Le Plateau-Mont-Royal,67,54,121
Prince-Arthur / du Parc,-73.57557892799377,45.51050104659654,Le Plateau-Mont-Royal,250,228,478
Préfontaine / Marcel-Pépin,-73.55942063033581,45.54365380040509,Rosemont - La Petite-Patrie,28,36,64
Queen / Wellington,-73.55517907071771,45.49756836767708,Ville-Marie,5,2,7
Rachel / de Brébeuf,-73.5727014299664,45.526911494644025,Le Plateau-Mont-Royal,1647,1483,3130
Regina / de Verdun,-73.57078850269318,45.46734390596128,Verdun,646,663,1309
René-Lévesque / Papineau,-73.5499919950962,45.52097057660443,Ville-Marie,1751,2266,4017
Rivard / du Mont-Royal,-73.58263313770294,45.5245589565321,Le Plateau-Mont-Royal,357,329,686
Robert-Bourassa / St-Maurice,-73.56055587530136,45.49837045828952,Ville-Marie,991,1179,2170
Robert-Bourassa / Ste-Catherine,-73.57002343989733,45.50325409319902,Ville-Marie,89,62,151
Robin / St-Timothée,-73.56129348278046,45.51862424058306,Ville-Marie,10,11,21
Rosemont / Viau,-73.56666326522826,45.56833021674857,Rosemont - La Petite-Patrie,31,32,63
Roy / Saint-Laurent,-73.57577390039296,45.51565182195085,Le Plateau-Mont-Royal,3864,3313,7177
Roy / St-André,-73.57037329677041,45.52161742271569,Le Plateau-Mont-Royal,3440,2712,6152
Roy / St-Denis,-73.57268296636903,45.51910107799227,Le Plateau-Mont-Royal,475,481,956
Sewell / Roy,-73.57659816741943,45.51467743947122,Le Plateau-Mont-Royal,107,79,186
Sherbrooke / Benny,-73.62700089812279,45.46489980721603,Côte-des-Neiges - Notre-Dame-de-Grâce,288,272,560
Sherbrooke / Jeanne-d'Arc,-73.55496388156098,45.55398156058887,Rosemont - La Petite-Patrie,737,614,1351
Smith / Peel,-73.55641052126883,45.49276061084002,Le Sud-Ouest,2371,3427,5798
Square Viger (Berri / Viger),-73.55481594800949,45.5121682576952,Ville-Marie,2131,3050,5181
Square-Victoria (Viger / du Square-Victoria),-73.56294138360681,45.50208503935104,Ville-Marie,1592,2631,4223
St-Alexandre / Ste-Catherine,-73.5674786567688,45.50527354034462,Ville-Marie,110,109,219
St-André /  Cherrier,-73.56770128011703,45.52050169308784,Le Plateau-Mont-Royal,84,70,154
St-André / Laurier,-73.58760595321655,45.529485911283714,Le Plateau-Mont-Royal,92,80,172
St-André / Ontario,-73.56353,45.51889,Ville-Marie,67,107,174
St-André / Rachel,-73.57537156904073,45.52409561323593,Le Plateau-Mont-Royal,138,125,263
St-André / Ste-Catherine,-73.55801045894623,45.516297540849614,Ville-Marie,176,192,368
St-Antoine / Jean-Paul Riopelle,-73.56058964667682,45.50304782909863,Ville-Marie,817,1144,1961
St-Antoine / St-François-Xavier,-73.55918392539024,45.5045770667804,Ville-Marie,10,15,25
St-Antoine / de la Montagne,-73.56859177350998,45.495369835210354,Ville-Marie,888,966,1854
St-Cyril / Wiseman,-73.61573964357376,45.52085479492202,Outremont,2,4,6
St-Denis / Ste-Catherine,-73.5603104531765,45.51372291221464,Ville-Marie,102,137,239
St-Dominique / Bernard,-73.60122251338906,45.52793332015246,Le Plateau-Mont-Royal,12,15,27
St-Dominique / Laurier,-73.59245739877223,45.52361490311454,Le Plateau-Mont-Royal,328,333,661
St-Dominique / Napoléon,-73.57722043991089,45.51666442219882,Le Plateau-Mont-Royal,290,298,588
St-Dominique / Rachel,-73.58156056457119,45.51861160491394,Le Plateau-Mont-Royal,548,392,940
St-Dominique / St-Zotique,-73.6110632121563,45.53226461018495,Rosemont - La Petite-Patrie,64,60,124
St-Dominique / de Bellechasse,-73.60488876700401,45.52952466565309,Rosemont - La Petite-Patrie,111,85,196
St-Dominique / du Mont-Royal,-73.5857605934143,45.52058062365273,Le Plateau-Mont-Royal,245,160,405
St-Germain / Hochelaga,-73.5534825682771,45.543652466151,Mercier - Hochelaga-Maisonneuve,12,13,25
St-Grégoire / Christophe-Colomb,-73.58993947505951,45.53255611409675,Le Plateau-Mont-Royal,2114,1502,3616
St-Hubert / Duluth,-73.57418417930603,45.52242565278864,Le Plateau-Mont-Royal,330,266,596
St-Hubert / Laurier,-73.58786880970001,45.52893724049854,Le Plateau-Mont-Royal,2,2,4
St-Hubert / René-Levesque,-73.5568732023239,45.51448197165063,Ville-Marie,47,53,100
St-Hubert / de Maisonneuve (nord),-73.56049686670303,45.51613214980722,Ville-Marie,805,1262,2067
St-Jacques / McGill,-73.56082946062088,45.501148148218206,Ville-Marie,1760,2334,4094
St-Jacques / Richmond,-73.57080727815628,45.4906636488045,Le Sud-Ouest,292,418,710
St-Jacques / Vinet,-73.57692271471024,45.485328993998365,Le Sud-Ouest,329,411,740
St-Laurent / Pl. du Marché,-73.56241598725319,45.50928960913111,Ville-Marie,2254,2612,4866
St-Mathieu / Lincoln,-73.58126726008777,45.49498578930944,Ville-Marie,2,5,7
St-Patrick / Thomas-Keefer,-73.57427294832632,45.47801152713375,Le Sud-Ouest,1098,1234,2332
St-Rémi / Ste-Émilie,-73.58923405408859,45.46976497412213,Le Sud-Ouest,367,438,805
St-Timothée / Ste-Catherine,-73.55770137168292,45.5170563208812,Ville-Marie,77,98,175
St-Urbain / Laurier,-73.59366774559021,45.52164617544124,Le Plateau-Mont-Royal,5320,4494,9814
St-Urbain / de la Gauchetière,-73.56139540672302,45.50707812811467,Ville-Marie,29,43,72
St-Viateur / Casgrain,-73.5979351401329,45.52707134397896,Le Plateau-Mont-Royal,4900,4356,9256
Stanley / René-Lévesque,-73.57077571808077,45.49790394592446,Ville-Marie,1779,1708,3487
Stanley / Sherbrooke,-73.57722634080346,45.50105732321463,Ville-Marie,54,41,95
Ste-Catherine / Bishop,-73.5762146115303,45.49658063218649,Ville-Marie,2722,2103,4825
Ste-Catherine / Drummond,-73.57436656951904,45.498488900657,Ville-Marie,1109,845,1954
Ste-Catherine / St-Clément,-73.53024959564209,45.55671730558936,Mercier - Hochelaga-Maisonneuve,544,635,1179
Ste-Catherine / St-Mathieu,-73.57917845249176,45.49384690142783,Ville-Marie,1,1,2
Ste-Catherine / Towers,-73.58096480369566,45.49228068089086,Ville-Marie,3385,2428,5813
Ste-Catherine / Union,-73.56941521167755,45.50370387789841,Ville-Marie,3502,3412,6914
Ste-Catherine / de Bullion,-73.56280624866486,45.51113072062821,Ville-Marie,279,308,587
Ste-Famille / des Pins,-73.57692807912827,45.512856179335664,Le Plateau-Mont-Royal,102,98,200
Ste-Émilie / Sir-Georges-Etienne-Cartier,-73.58503722109162,45.47302318351006,Le Sud-Ouest,722,880,1602
Tolhurst / Fleury,-73.66735741496086,45.54407915308118,Ahuntsic-Cartierville,11,22,33
Union / René-Lévesque,-73.56658279895781,45.50235036136798,Ville-Marie,52,44,96
Union / Ste-Catherine,-73.56970220804214,45.504027213143104,Ville-Marie,22,30,52
University / Milton,-73.5766088962555,45.5065386376248,Le Plateau-Mont-Royal,229,227,456
University / Prince-Arthur,-73.57864737510681,45.5074794530521,Ville-Marie,125,84,209
University / des Pins,-73.57988489795387,45.50802525900976,Ville-Marie,42,14,56
Vallières / St-Laurent,-73.5836161673069,45.51896722332005,Le Plateau-Mont-Royal,239,144,383
Van Horne / Dollard,-73.61618220806122,45.51928953121951,Outremont,373,340,713
Viger / Chenneville,-73.56089115142822,45.50531166520915,Ville-Marie,509,1342,1851
Villeneuve / St-Dominique,-73.58870131898584,45.522272664526696,Le Plateau-Mont-Royal,132,99,231
Villeneuve / du Parc,-73.59239235520363,45.518197623521424,Le Plateau-Mont-Royal,214,140,354
Villeray / De Normanville,-73.6184438467353,45.54716675630067,Villeray—Saint-Michel—Parc-Extension,1088,898,1986
Waverly / Beaumont,-73.61607760190964,45.53118825986005,Rosemont - La Petite-Patrie,30,28,58
Waverly / Bernard,-73.60413372516632,45.52562443297396,Le Plateau-Mont-Royal,28,27,55
Wellington / Queen,-73.55534417554736,45.49770377469073,Ville-Marie,1035,1226,2261
William / Robert-Bourassa,-73.55933010578154,45.49716534003792,Le Sud-Ouest,692,961,1653
Wilson / Sherbrooke,-73.61663818359374,45.4703791154553,Côte-des-Neiges - Notre-Dame-de-Grâce,597,703,1300
Wolfe / René-Lévesque,-73.55416085578327,45.51680261228575,Ville-Marie,29,30,59
Wolfe / Robin,-73.56020073872969,45.51959908817399,Ville-Marie,35,37,72
Workman / Vinet,-73.5750612616539,45.48378886396517,Le Sud-Ouest,594,777,1371
cyclo,-73.60150516033173,45.53007509225256,Inconnu,0,17,17
de Bordeaux / Masson,-73.58252048492432,45.539037937964046,Le Plateau-Mont-Royal,106,101,207
de Bordeaux / Rachel,-73.56769983980485,45.53207532297607,Le Plateau-Mont-Royal,129,137,266
de Bordeaux / St-Joseph,-73.57777421686478,45.53683253167888,Le Plateau-Mont-Royal,62,45,107
de Bordeaux / St-Zotique,-73.59866335988045,45.546534315701145,Inconnu,0,3,3
de Bordeaux / de Bellechasse,-73.59154611825943,45.54325917626278,Rosemont - La Petite-Patrie,18,17,35
de Bordeaux / du Mont-Royal,-73.57283771038055,45.53451201270128,Le Plateau-Mont-Royal,229,196,425
de Chambly / Rachel,-73.55826258659361,45.54991069359101,Rosemont - La Petite-Patrie,2,4,6
de Chambly / Sherbrooke,-73.55520687997341,45.548915645858266,Inconnu,0,2,2
de Chambly / de Rouen,-73.54892179369926,45.5470496637535,Mercier - Hochelaga-Maisonneuve,20,28,48
de Courcelle / Acorn,-73.59178466722369,45.47400860229191,Le Sud-Ouest,378,454,832
de Gaspé / Dante,-73.61217230558395,45.53429782539273,Rosemont - La Petite-Patrie,53,65,118
de Gaspé / Fairmount,-73.59285570681095,45.52557815939422,Le Plateau-Mont-Royal,8,9,17
de Gaspé / Marmier,-73.60166944563389,45.529668174024685,Rosemont - La Petite-Patrie,689,516,1205
de Gaspé / St-Viateur,-73.59738260507582,45.5276726466961,Le Plateau-Mont-Royal,35,24,59
de Kent / Hudson,-73.62931698560715,45.5058412398175,Côte-des-Neiges - Notre-Dame-de-Grâce,148,171,319
de Lanaudière / Jean-Talon,-73.61032962799072,45.545350334193245,Villeray—Saint-Michel—Parc-Extension,75,69,144
de Lanaudière / Laurier,-73.58373686671257,45.5333136054992,Le Plateau-Mont-Royal,156,126,282
de Lanaudière / Marie-Anne,-73.57480645179749,45.52932643090091,Le Plateau-Mont-Royal,119,111,230
de Maisonneuve / Aylmer (est),-73.5704317688942,45.50538591756765,Ville-Marie,1417,1823,3240
de Maisonneuve / Aylmer (ouest),-73.5706517100334,45.505173440423306,Ville-Marie,2540,2522,5062
de Maisonneuve / Fullum,-73.54948371648788,45.52797141659334,Ville-Marie,1819,2107,3926
de Maisonneuve / Greene,-73.58929306,45.48697062,Westmount,1005,977,1982
de Maisonneuve / Mackay,-73.5787707567215,45.49652610927994,Ville-Marie,5693,5258,10951
de Maisonneuve / Mansfield (nord),-73.57333794236183,45.50238607958335,Ville-Marie,880,998,1878
de Maisonneuve / Mansfield (sud),-73.57346534729004,45.502053864057466,Ville-Marie,1648,1702,3350
de Maisonneuve / Mansfield (sud-est),-73.5733064264059,45.50229349416256,Ville-Marie,1422,1549,2971
de Maisonneuve / de Bleury,-73.56907725334167,45.50710068509571,Ville-Marie,2822,3374,6196
de Marseille / de la Pépinière,-73.54069948196411,45.5766515768136,Mercier - Hochelaga-Maisonneuve,354,338,692
de Mentana / Marie-Anne,-73.57785880565643,45.52602656522141,Le Plateau-Mont-Royal,164,178,342
de Mentana / du Mont-Royal,-73.58005285263062,45.52694544540877,Le Plateau-Mont-Royal,67,91,158
de St-Vallier / Rosemont,-73.59804779291153,45.531921043052655,Rosemont - La Petite-Patrie,47,32,79
de St-Vallier / St-Zotique,-73.60783427975548,45.536434338630336,Rosemont - La Petite-Patrie,44,35,79
de l'Esplanade  / Fairmount,-73.59684884548187,45.52148455865522,Le Plateau-Mont-Royal,40,32,72
de l'Esplanade / Beaubien,-73.61192286014557,45.52839983858232,Rosemont - La Petite-Patrie,69,67,136
de l'Esplanade / Bernard,-73.60463630408049,45.52507719260653,Le Plateau-Mont-Royal,7,6,13
de l'Esplanade / Rachel,-73.58359336853027,45.51631633525551,Le Plateau-Mont-Royal,398,213,611
de l'Esplanade / Villeneuve,-73.59095953859651,45.51943184213857,Le Plateau-Mont-Royal,4,6,10
de l'Esplanade / du Mont-Royal,-73.5883381962776,45.51825290855221,Le Plateau-Mont-Royal,272,148,420
de l'Hôtel-de-Ville / Ontario,-73.56666326522826,45.51374520222444,Ville-Marie,77,137,214
de l'Hôtel-de-Ville / Rachel,-73.58010649681091,45.51989655507833,Le Plateau-Mont-Royal,4455,3710,8165
de l'Hôtel-de-Ville / Roy,-73.57449866831303,45.51733075399989,Le Plateau-Mont-Royal,214,208,422
de l'Hôtel-de-Ville / Sherbrooke,-73.56835573911665,45.5145247302944,Ville-Marie,45,41,86
de l'Hôtel-de-Ville / Villeneuve,-73.58732756238169,45.52348082760688,Le Plateau-Mont-Royal,167,132,299
de l'Hôtel-de-Ville / du Mont-Royal,-73.58460858464241,45.522178004145694,Le Plateau-Mont-Royal,159,117,276
de la Cathédrale / René-Lévesque,-73.56931967664423,45.499161694813886,Ville-Marie,37,18,55
de la Commune / Berri,-73.54983,45.51086,Ville-Marie,786,1029,1815
de la Commune / King,-73.55284452438353,45.49750375338383,Ville-Marie,1544,1969,3513
de la Commune / Place Jacques-Cartier,-73.55183601379395,45.50761009451047,Ville-Marie,700,1308,2008
de la Commune / St-Sulpice,-73.553469479084,45.50424245563397,Ville-Marie,1306,1794,3100
de la Côte St-Paul / St-Ambroise,-73.59391784324544,45.46766565386597,Le Sud-Ouest,445,427,872
de la Côte-Ste-Catherine / Davaar,-73.61105918884276,45.51416245548193,Outremont,431,269,700
de la Côte-Ste-Catherine / Decelles,-73.62563699483871,45.50094101588506,Côte-des-Neiges - Notre-Dame-de-Grâce,302,130,432
de la Côte-des-Neiges / Remembrance,-73.60577141979775,45.49550601541812,Ville-Marie,12,9,21
de la Gauchetière / St-Alexandre,-73.56374170638446,45.50295893873599,Ville-Marie,61,66,127
de la Montagne / Notre-Dame,-73.5646878182888,45.49291337906463,Le Sud-Ouest,2381,2881,5262
de la Montagne / Sherbrooke,-73.57890754938126,45.49971843051624,Ville-Marie,10,9,19
de la Montagne / Ste-Catherine,-73.57444782822313,45.497560644116994,Ville-Marie,14,11,25
de la Porte de Québec / St-André,-73.5505781,45.5132941,Ville-Marie,739,718,1457
de la Roche / Bélanger,-73.60757953489156,45.54159135681213,Rosemont - La Petite-Patrie,9,9,18
des Barges / des Bassins,-73.5635170340538,45.4885952842812,Le Sud-Ouest,1325,1412,2737
des Pins / Hutchison,-73.57825007289647,45.51077694102021,Le Plateau-Mont-Royal,183,194,377
des Pins / St-Laurent,-73.5750961303711,45.51522812881499,Le Plateau-Mont-Royal,7178,6782,13960
des Récollets / McGill,-73.55904474863564,45.500890568811926,Ville-Marie,13,14,27
des Écores / de Bellechasse,-73.58988046646118,45.54607879439562,Rosemont - La Petite-Patrie,44,53,97
des Érables / Bélanger,-73.60087350010872,45.54912085535069,Rosemont - La Petite-Patrie,11,12,23
des Érables / Laurier,-73.57769921422005,45.538514913607656,Le Plateau-Mont-Royal,3554,3329,6883
des Érables / Rachel,-73.56671154499054,45.533313304815366,Le Plateau-Mont-Royal,3691,3206,6897
du Champ-de-Mars / Gosford,-73.55400860309601,45.50965520472071,Ville-Marie,1,2,3
du Havre / Hochelaga,-73.55793272432493,45.53583977483071,Ville-Marie,1230,1468,2698
du Mont-Royal / Augustin-Frigon,-73.56780052185059,45.54355786336148,Inconnu,0,1,1
du Mont-Royal / Clark,-73.58685,45.51941,Le Plateau-Mont-Royal,8515,6067,14582
du Mont-Royal / St-André,-73.5805805772543,45.52648048733308,Le Plateau-Mont-Royal,2525,2338,4863
du Mont-Royal / de Brébeuf,-73.57792049646378,45.529324317019466,Le Plateau-Mont-Royal,3253,3046,6299
du Parc-La Fontaine / Duluth,-73.57197672128677,45.52451761488783,Le Plateau-Mont-Royal,107,107,214
du Parc-La Fontaine / Roy,-73.56920063495635,45.522987952690826,Le Plateau-Mont-Royal,197,152,349
du Parc-Lafontaine / Rachel,-73.57424452900887,45.52551168509886,Le Plateau-Mont-Royal,2730,2499,5229
du President-Kennedy / Union,-73.57187882065773,45.5051022424836,Ville-Marie,60,73,133
du Square Saint-Louis / Laval,-73.570156325477,45.51608652423074,Le Plateau-Mont-Royal,103,87,190
du Séminaire / de la Montagne,-73.56246292591095,45.4921078892434,Le Sud-Ouest,1109,1582,2691
Édouard-Montpetit / de Stirling,-73.61485987901688,45.50737888711866,Côte-des-Neiges - Notre-Dame-de-Grâce,1249,878,2127
Émery / St-Denis,-73.56349289417267,45.51483155785108,Ville-Marie,1508,2011,3519
Émile-Duployé / Rachel,-73.56998120721983,45.52970707609694,Le Plateau-Mont-Royal,3635,3237,6872
Émile-Duployé / Sherbrooke,-73.5645255446434,45.52719536319051,Le Plateau-Mont-Royal,4817,4032,8849
